pagina	pregunta	respuesta
0543	formalidad	La respuesta es a) Formal
0543	nivel_educacion	La respuesta es b) Media-superior.
0543	tono	La respuesta es b) Negativo.
0543	emociones	La respuesta es d) Miedo.
0543	tipo_entidad	La respuesta es e) Agencia digital de noticias (medios no tradicionales).
0543	origen_entidad	La respuesta es b) Internacional.
0543	proposito	La respuesta es d) Educar sobre el tema.
0543	informacion_presentada	La respuesta es a) Factual.
0543	vision	La respuesta es d) Otro. La corrupción se aborda en el texto de manera dispersa, a través de diferentes casos y denuncias de corrupción en diferentes ámbitos (gobierno, justicia, política), lo que sugiere que la visión de la corrupción es más bien anecdótica y centrada en casos específicos, más que en una reflexión sistemática sobre la corrupción como fenómeno institucional o estructural.
0543	consecuencias	La respuesta es a) Penas y sanciones legales.
0543	que_muestra	La respuesta es d) Ninguna de las anteriores.
0543	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0543	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global)
0543	involucrados	La respuesta es c) Empresas, d) Ciudadanos concretos, f) Funcionario público (con capacidad de decisión y mando).
0543	formalidad	La respuesta es a) Formal.
0543	nivel_educacion	La respuesta es b) Media-superior.
0543	tono	La respuesta es b) Negativo.
0543	emociones	La respuesta es g) Culpa.
0543	tipo_entidad	La respuesta es h) Academia.
0543	origen_entidad	La respuesta es a) Nacional.
0543	proposito	La respuesta es b) Reportar o comentar una situación (una circunstancia o un conjunto de factores relacionados con un fenómeno más complejo que un solo caso aislado).
0543	informacion_presentada	La respuesta es a) Factual.
0543	vision	La respuesta es d) Otro.
0543	consecuencias	La respuesta es a) Penas y sanciones legales.
0543	que_muestra	La respuesta es d) Ninguna de las anteriores.
0543	intencion	La respuesta es c) Tomar acciones frente al problema.
0543	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global).
0543	involucrados	La respuesta es a, b, f)
0543	formalidad	La respuesta es a) Formal.
0543	nivel_educacion	La respuesta es b) Media-superior.
0543	tono	La respuesta es b) Negativo.
0543	emociones	La respuesta es c) Ira.
0509	tipo_entidad	La respuesta es h) Academia.
0509	origen_entidad	La respuesta es b) Internacional.
0509	proposito	La respuesta es d) Educar sobre el tema.
0509	informacion_presentada	La respuesta es a) Factual.
0509	vision	La respuesta es d) Otro.
0509	consecuencias	La respuesta es c) Impunidad (falta de sanciones) de los actos de corrupción.
0509	que_muestra	La respuesta es c) Ambos.
0509	intencion	La respuesta es b) Tomar conciencia general del problema.
0509	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global).
0509	involucrados	La respuesta es c) Empresas.
0509	formalidad	La respuesta es a) Formal.
0509	nivel_educacion	La respuesta es b) Media-superior (mayor a 11 años de edad).
0509	tono	La respuesta es b) Negativo.
0509	emociones	La respuesta es h) Ninguna.
0509	tipo_entidad	La respuesta es h) Academia.
0509	origen_entidad	La respuesta es b) Internacional.
0509	proposito	La respuesta es d) Educar sobre el tema.
0509	informacion_presentada	La respuesta es a) Factual.
0509	vision	La respuesta es d) Otro (especifica).
0509	consecuencias	La respuesta es c) Impunidad (falta de sanciones) de los actos de corrupción.
0509	que_muestra	La respuesta es c) Ambos.
0509	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0509	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global).
0509	involucrados	La respuesta es b) Gobierno nacional.
0509	formalidad	La respuesta es a) Formal.
0509	nivel_educacion	La respuesta es b) Media-superior (mayor a 11 años de edad).
0509	tono	La respuesta es b) Negativo.
0509	emociones	La respuesta es h) Ninguna.
0509	tipo_entidad	La respuesta es h) Academia.
0509	origen_entidad	La respuesta es b) Internacional.
0509	proposito	La respuesta es d) Educar sobre el tema.
0509	informacion_presentada	La respuesta es a) Factual.
0509	vision	La respuesta es d) Otro (especifica).
0509	consecuencias	La respuesta es c) Impunidad (falta de sanciones) de los actos de corrupción.
0509	que_muestra	La respuesta es c) Ambos.
0509	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0509	localizacion_problema	La respuesta es b) Internacional.
0509	involucrados	La respuesta es a) Gobierno local y c) Empresas.
0509	formalidad	La respuesta es a) Formal.
0509	nivel_educacion	La respuesta es b) Media-superior (mayor a 11 años de edad).
0509	tono	La respuesta es b) Negativo.
0509	emociones	La respuesta es h) Ninguna.
0003	tipo_entidad	La respuesta es c) Organismo internacional.
0003	origen_entidad	La respuesta es b) Internacional.
0003	proposito	La respuesta es d) Educar sobre el tema.
0003	informacion_presentada	La respuesta es a) Factual.
0003	vision	La respuesta es d) Otro. La perspectiva de corrupción presentada en el texto se centra en su impacto global y las consecuencias sociales y económicas que tiene en diferentes países y sectores, como el deporte y el medio ambiente, y en la necesidad de una respuesta coordinada a nivel internacional para combatirla.
0003	consecuencias	La respuesta es c) Impunidad (falta de sanciones) de los actos de corrupción.
0003	que_muestra	La respuesta es c) Ambos.
0003	intencion	a) Conocer el diagnóstico de la situación de la corrupción
0003	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global).
0003	involucrados	La respuesta es c) Empresas, e) Empleado público (sin capacidad jerárquica para decisiones de alto nivel), f) Funcionario público (con capacidad de decisión y mando), h) Organizaciones internacionales o gobiernos extranjeros.
0003	formalidad	La respuesta es a) Formal.
0003	nivel_educacion	La respuesta es b) Media-superior.
0003	tono	La respuesta es b) Negativo.
0003	emociones	h) Ninguna La respuesta es h) Ninguna, porque el texto no evoca ninguna de las emociones anteriores.
0003	tipo_entidad	La respuesta es c) Organismo internacional.
0003	origen_entidad	La respuesta es b) Internacional.
0003	proposito	La respuesta es d) Educar sobre el tema.
0003	informacion_presentada	La respuesta es a) Factual (datos concretos).
0003	vision	La respuesta es d) Otro (especifica).
0003	consecuencias	La respuesta es c) Impunidad (falta de sanciones) de los actos de corrupción.
0003	que_muestra	La respuesta es c) Ambos.
0003	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0003	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global)
0003	involucrados	La respuesta es c) Empresas.
0003	formalidad	La respuesta es a) Formal.
0003	nivel_educacion	La respuesta es b) Media-superior (mayor a 11 años de edad).
0003	tono	La respuesta es a) Positivo.
0003	emociones	h) Ninguna La corrupción puede generar diversas emociones en las personas afectadas, como tristeza y ira, pero en el contexto del texto, la perspectiva de corrupción es más bien una descripción objetiva de su impacto y efectos.
0003	tipo_entidad	La respuesta es c) Organismo internacional.
0003	origen_entidad	La respuesta es b) Internacional.
0003	proposito	La respuesta es d) Educar sobre el tema.
0003	informacion_presentada	La respuesta es a) Factual (datos concretos)
0003	vision	La respuesta es d) Otro. La perspectiva de corrupción que se presenta en el texto es global y aborda la corrupción como un problema universal que afecta a todas las regiones del mundo y a todos los niveles de la sociedad, más que centrarse en un problema sistémico o en delitos/casos/personas particulares.
0003	consecuencias	La respuesta es c) Impunidad (falta de sanciones) de los actos de corrupción
0003	que_muestra	La respuesta es b) Problemas derivados de la corrupción.
0003	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0003	localizacion_problema	b) Internacional (ejemplo: América Latina, global)
0003	involucrados	La respuesta es c) Empresas.
0003	formalidad	La respuesta es a) Formal.
0003	nivel_educacion	La respuesta es b) Media-superior.
0003	tono	La respuesta es a) Positivo.
0003	emociones	h) Ninguna
0414	tipo_entidad	La respuesta es b) Gobierno.
0414	origen_entidad	La respuesta es a) Nacional.
0414	proposito	La respuesta es d) Educar sobre el tema.
0414	informacion_presentada	La respuesta es a) Factual (datos concretos).
0414	vision	La respuesta es d) Otro.
0414	consecuencias	La respuesta es a) Penas y sanciones legales.
0414	que_muestra	La respuesta es c) Ambos.
0414	intencion	La respuesta es c) Tomar acciones frente al problema.
0414	localizacion_problema	c) No aplica La respuesta es "c) No aplica" porque el texto analizado no se refiere a la corrupción como un problema nacional o internacional, sino que se centra en la importancia de la transparencia en el combate a la corrupción en el contexto de un instituto de transparencia y acceso a la información en el Estado de México.
0414	involucrados	La respuesta es c) Empresas.
0414	formalidad	La respuesta es a) Formal.
0414	nivel_educacion	La respuesta es b) Media-superior.
0414	tono	La respuesta es a) Positivo.
0414	emociones	La respuesta es d) Miedo.
0414	tipo_entidad	La respuesta es b) Gobierno.
0414	origen_entidad	La respuesta es b) Internacional.
0414	proposito	La respuesta es d) Educar sobre el tema
0414	informacion_presentada	La respuesta es a) Factual.
0414	vision	La respuesta es d) Otro. La visión de la corrupción presentada en el texto se centra en la importancia de la transparencia y el acceso a la información pública para prevenir y combatir la corrupción. Se enfatiza la necesidad de que los sujetos obligados cumplan con sus obligaciones de transparencia y que la sociedad civil participe en los procedimientos de contratación pública para minimizar riesgos de opacidad y corrupción. Además, se menciona la importancia de la protección de datos personales y la rendición de cuentas. Esta visión se centra en la prevención y el combate a la corrupción a través de la transparencia y la participación ciudadana, más que en el enfoque en delitos o casos específicos.
0414	consecuencias	La respuesta es b) Consecuencias no legales como castigo social o pérdida de estatus.
0414	que_muestra	La respuesta es d) Ninguna de las anteriores.
0414	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0414	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global).
0414	involucrados	La respuesta es b) Gobierno nacional.
0414	formalidad	La respuesta es a) Formal.
0414	nivel_educacion	La respuesta es b) Media-superior.
0414	tono	La respuesta es a) Positivo.
0414	emociones	La respuesta es e) Sorpresa.
0414	tipo_entidad	La respuesta es g) Academia.
0414	origen_entidad	La respuesta es b) Internacional.
0414	proposito	La respuesta es d) Educar sobre el tema.
0414	informacion_presentada	La respuesta es a) Factual.
0414	vision	La respuesta es d) Otro.
0414	consecuencias	La respuesta es a) Penas y sanciones legales.
0414	que_muestra	La respuesta es d) Ninguna de las anteriores.
0414	intencion	La respuesta es e) Realizar denuncias.
0414	localizacion_problema	La respuesta es c) No aplica.
0414	involucrados	La respuesta es c) Empresas, d) Ciudadanos concretos, f) Funcionario público (con capacidad de decisión y mando), g) Tomadores de decisión no gubernamentales (líderes empresariales, activistas, etc.).
0414	formalidad	La respuesta es a) Formal.
0414	nivel_educacion	La respuesta es b) Media-superior.
0414	tono	La respuesta es a) Positivo.
0414	emociones	La respuesta es a) Alegría.
0560	tipo_entidad	La respuesta es h) Academia.
0560	origen_entidad	La respuesta es b) Internacional.
0560	proposito	La respuesta es d) Educar sobre el tema.
0560	informacion_presentada	a) Factual
0560	vision	d) Otro (especifica) La respuesta es d) Otro (especifica), ya que el texto se centra en la regulación y sanción de la corrupción a través de una ley que establece principios, deberes y derechos para prevenir la corrupción administrativa y promover la salvaguarda del patrimonio público.
0560	consecuencias	c) Impunidad (falta de sanciones) de los actos de corrupción
0560	que_muestra	La respuesta es d) Ninguna de las anteriores.
0560	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0560	localizacion_problema	c) No aplica
0560	involucrados	La respuesta es c) Empresas.
0560	formalidad	La respuesta es a) Formal.
0560	nivel_educacion	La respuesta es b) Media-superior.
0560	tono	La respuesta es a) Positivo.
0560	emociones	La respuesta es h) Ninguna.
0560	tipo_entidad	La respuesta es h) Academia.
0560	origen_entidad	b) Internacional.
0560	proposito	La respuesta es d) Educar sobre el tema.
0560	informacion_presentada	a) Factual.
0560	vision	La respuesta es d) Otro.
0560	consecuencias	La respuesta es a) Penas y sanciones legales.
0560	que_muestra	La respuesta es d) Ninguna de las anteriores.
0560	intencion	La respuesta es c) Tomar acciones frente al problema.
0560	localizacion_problema	c) No aplica La pregunta parece estar formulada de manera que se espera una respuesta que se ajuste a un contexto específico, pero el texto que se proporciona es una ley de la República Bolivariana de Venezuela que trata sobre la prevención y sanción de la corrupción, y no se refiere a un problema en particular en un país o región específica. Por lo tanto, la respuesta correcta es "No aplica".
0560	involucrados	La respuesta es b) Gobierno nacional.
0560	formalidad	a) Formal
0560	nivel_educacion	La respuesta es b) Media-superior.
0560	tono	La respuesta es b) Negativo.
0560	emociones	La respuesta es h) Ninguna.
0560	tipo_entidad	La respuesta es h) Academia.
0560	origen_entidad	La respuesta es b) Internacional.
0560	proposito	La respuesta es d) Educar sobre el tema.
0560	informacion_presentada	a) Factual (datos concretos)
0560	vision	La respuesta es d) Otro.
0560	consecuencias	La respuesta es a) Penas y sanciones legales.
0560	que_muestra	La respuesta es a) Propuestas de solución a la corrupción.
0560	intencion	La respuesta es e) Realizar denuncias.
0560	localizacion_problema	c) No aplica.
0560	involucrados	La respuesta es e) Empleado público (sin capacidad jerárquica para decisiones de alto nivel), g) Tomadores de decisión no gubernamentales (líderes empresariales, activistas, etc.), b) Gobierno nacional.
0560	formalidad	a) Formal
0560	nivel_educacion	La respuesta es b) Media-superior.
0560	tono	La respuesta es b) Negativo.
0560	emociones	La respuesta es h) Ninguna.
0363	tipo_entidad	La respuesta es c) Organismo internacional.
0363	origen_entidad	La respuesta es b) Internacional.
0363	proposito	La respuesta es d) Educar sobre el tema.
0363	informacion_presentada	La respuesta es a) Factual (datos concretos).
0363	vision	La respuesta es d) Otro (especifica): El índice de Percepción de la Corrupción (IPC) se basa en la percepción de prácticas corruptas en la esfera pública, lo que implica una evaluación subjetiva y no una medida objetiva de la corrupción.
0363	consecuencias	La respuesta es c) Impunidad (falta de sanciones) de los actos de corrupción.
0363	que_muestra	La respuesta es b) Problemas derivados de la corrupción.
0363	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0363	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global).
0363	involucrados	La respuesta es c) Empresas, d) Ciudadanos concretos, e) Empleado público (sin capacidad jerárquica para decisiones de alto nivel), f) Funcionario público (con capacidad de decisión y mando).
0363	formalidad	La respuesta es a) Formal.
0363	nivel_educacion	La respuesta es b) Media-superior.
0363	tono	La respuesta es b) Negativo.
0363	emociones	La respuesta es h) Ninguna.
0363	tipo_entidad	La respuesta es h) Academia.
0363	origen_entidad	La respuesta es b) Internacional.
0363	proposito	La respuesta es c) Mostrar estadísticas del problema
0363	informacion_presentada	La respuesta es a) Factual.
0363	vision	La respuesta es d) Otro (especifica): El Índice de Percepción de Corrupción (IPC) es una evaluación que se basa en la percepción de prácticas corruptas en la esfera pública de un país, más que en una medida matemática de corrupción.
0363	consecuencias	La respuesta es c) Impunidad (falta de sanciones) de los actos de corrupción.
0363	que_muestra	La respuesta es c) Ambos.
0363	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0363	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global).
0363	involucrados	La respuesta es a) Gobierno local, b) Gobierno nacional, e) Empleado público (sin capacidad jerárquica para decisiones de alto nivel) y f) Funcionario público (con capacidad de decisión y mando), ya que la corrupción percibida en Guatemala se refleja en la percepción de abuso de poder por parte de los políticos y la falta de transparencia al momento de rendir cuentas.
0363	formalidad	La respuesta es a) Formal.
0363	nivel_educacion	La respuesta es b) Media-superior.
0363	tono	La respuesta es b) Negativo.
0363	emociones	La respuesta es h) Ninguna.
0363	tipo_entidad	La respuesta es h) Academia.
0363	origen_entidad	La respuesta es b) Internacional.
0363	proposito	La respuesta es d) Educar sobre el tema.
0363	informacion_presentada	La respuesta es a) Factual.
0363	vision	La respuesta es d) Otro (especifica): Percepción de corrupción como un índice publicado anualmente por la organización Transparencia Internacional, que clasifica a los países por sus niveles de corrupción percibidos en el sector público, según lo determinado por evaluaciones de expertos y encuestas de opinión.
0363	consecuencias	La respuesta es c) Impunidad (falta de sanciones) de los actos de corrupción.
0363	que_muestra	La respuesta es c) Ambos.
0363	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0363	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global).
0363	involucrados	La respuesta es e) Empleado público (sin capacidad jerárquica para decisiones de alto nivel).
0363	formalidad	La respuesta es a) Formal.
0363	nivel_educacion	La respuesta es b) Media-superior.
0363	tono	La respuesta es b) Negativo.
0363	emociones	La respuesta es b) Tristeza.
0288	tipo_entidad	La respuesta es h) Academia.
0288	origen_entidad	La respuesta es b) Internacional.
0288	proposito	La respuesta es d) Educar sobre el tema.
0288	informacion_presentada	a) Factual
0288	vision	La respuesta es d) Otro.
0288	consecuencias	La respuesta es c) Impunidad (falta de sanciones) de los actos de corrupción.
0288	que_muestra	La respuesta es d) Ninguna de las anteriores.
0288	intencion	a) Conocer el diagnóstico de la situación de la corrupción
0288	localizacion_problema	La respuesta es b) Internacional.
0288	involucrados	La respuesta es b) Gobierno nacional.
0288	formalidad	La respuesta es a) Formal.
0288	nivel_educacion	La respuesta es b) Media-superior.
0288	tono	a) Positivo
0288	emociones	h) Ninguna
0288	tipo_entidad	La respuesta es h) Academia.
0288	origen_entidad	La respuesta es a) Nacional.
0288	proposito	a) Denunciar un caso específico, b) Reportar o comentar una situación, g) Alertar sobre una situación general.
0288	informacion_presentada	La respuesta es a) Factual.
0288	vision	La respuesta es d) Otro.
0288	consecuencias	La respuesta es c) Impunidad (falta de sanciones) de los actos de corrupción.
0288	que_muestra	La respuesta es c) Ambos.
0288	intencion	a) Conocer el diagnóstico de la situación de la corrupción.
0288	localizacion_problema	La respuesta es b) Internacional.
0288	involucrados	c) Empresas, f) Funcionario público (con capacidad de decisión y mando), g) Tomadores de decisión no gubernamentales (líderes empresariales, activistas, etc.).
0288	formalidad	a) Formal
0288	nivel_educacion	b) Media-superior (mayor a 11 años de edad)
0288	tono	La respuesta es a) Positivo.
0288	emociones	La respuesta es g) Culpa.
0288	tipo_entidad	La respuesta es h) Academia.
0288	origen_entidad	La respuesta es b) Internacional.
0288	proposito	La respuesta es d) Educar sobre el tema.
0288	informacion_presentada	La respuesta es a) Factual.
0288	vision	La respuesta es d) Otro.
0288	consecuencias	No aplica
0288	que_muestra	d) Ninguna de las anteriores.
0288	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0288	localizacion_problema	c) No aplica La corrupción se presenta como un problema transversal y global, que afecta a diferentes países y regiones, incluyendo América Latina y otros lugares del mundo.
0288	involucrados	a) Gobierno local (ejemplo: gobierno municipal o estatal), d) Ciudadanos concretos, e) Empleado público (sin capacidad jerárquica para decisiones de alto nivel), f) Funcionario público (con capacidad de decisión y mando).
0288	formalidad	La respuesta es a) Formal.
0288	nivel_educacion	La respuesta es b) Media-superior.
0288	tono	a) Positivo
0288	emociones	h) Ninguna
0311	tipo_entidad	La respuesta es h) Academia.
0311	origen_entidad	b) Internacional
0311	proposito	a) Denunciar un caso específico b) Reportar o comentar una situación c) Mostrar estadísticas del problema d) Educar sobre el tema e) Exponer una opinión f) Propaganda política g) Alertar sobre una situación general h) Guía o información para realizar el proceso de denuncia de un caso de corrupción i) Página para registrar de una denuncia o un aviso de un caso de corrupción La respuesta es d) Educar sobre el tema
0311	informacion_presentada	a) Factual (datos concretos)
0311	vision	La respuesta es d) Otro.
0311	consecuencias	a) Penas y sanciones legales, b) Consecuencias no legales como castigo social o pérdida de estatus y c) Impunidad (falta de sanciones) de los actos de corrupción.
0311	que_muestra	La respuesta es c) Ambos.
0311	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0311	localizacion_problema	c) No aplica La corrupción se presenta como un problema de alcance regional y global, como se desprende del texto, que menciona la necesidad de combatir la corrupción en programas de seguridad ciudadana en América Latina y el Caribe, y la importancia de contar con herramientas metodológicas para entender y abordar el problema de la corrupción en la región.
0311	involucrados	a) Gobierno local (ejemplo: gobierno municipal o estatal) c) Empresas f) Funcionario público (con capacidad de decisión y mando)  g) Tomadores de decisión no gubernamentales (líderes empresariales, activistas, etc.)
0311	formalidad	La respuesta es a) Formal.
0311	nivel_educacion	La respuesta es b) Media-superior.
0311	tono	La respuesta es a) Positivo.
0311	emociones	La respuesta es h) Ninguna.
0311	tipo_entidad	La respuesta es h) Academia.
0311	origen_entidad	b) Internacional
0311	proposito	a) Denunciar un caso específico.
0311	informacion_presentada	a) Factual.
0311	vision	La respuesta es d) Otro.
0311	consecuencias	a) Penas y sanciones legales.
0311	que_muestra	a) Propuestas de solución a la corrupción.
0311	intencion	La respuesta es c) Tomar acciones frente al problema.
0311	localizacion_problema	c) No aplica
0311	involucrados	La respuesta es c) Empresas.
0311	formalidad	a) Formal.
0311	nivel_educacion	No se ajusta a la perspectiva de corrupción.
0311	tono	b) Negativo
0311	emociones	La respuesta es e) Sorpresa.
0311	tipo_entidad	La respuesta es h) Academia.
0311	origen_entidad	b) Internacional
0311	proposito	a) Denunciar un caso específico b) Reportar o comentar una situación (una circunstancia o un conjunto de factores relacionados con un fenómeno más complejo que un solo caso aislado) c) Mostrar estadísticas del problema d) Educar sobre el tema e) Exponer una opinión f) Propaganda política (es claro que la información presentada está motivada por un interés político y su principal objetivo es propagandístico) g) Alertar sobre una situación general (Llamado de atención colectivo) h) Guía o información para realizar el proceso de denuncia de un caso de corrupción i) Página para registrar de una denuncia o un aviso de un caso de corrupción La respuesta es: b) Reportar o comentar una situación (una circunstancia o un conjunto de factores relacionados con un fen
0311	informacion_presentada	a) Factual
0311	vision	La respuesta es d) Otro.
0311	consecuencias	a) Penas y sanciones legales.
0311	que_muestra	La respuesta es a) Propuestas de solución a la corrupción.
0311	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0311	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global)
0311	involucrados	c) Empresas.
0311	formalidad	La respuesta es a) Formal.
0311	nivel_educacion	La respuesta es b) Media-superior.
0311	tono	La respuesta es b) Negativo.
0311	emociones	La respuesta es h) Ninguna.
0346	tipo_entidad	La respuesta es g) Plataformas educativas o de información general.
0346	origen_entidad	No hay información en el texto que indique que la entidad que publica el sitio web tenga origen internacional. Por lo tanto, la respuesta correcta es:  a) Nacional
0346	proposito	La respuesta es d) Educar sobre el tema.
0346	informacion_presentada	La respuesta es b) Subjetiva (opiniones o interpretaciones personales).
0346	vision	La respuesta es d) Otro.
0346	consecuencias	La respuesta es c) Impunidad (falta de sanciones) de los actos de corrupción.
0346	que_muestra	La respuesta es c) Ambos.
0346	intencion	La respuesta es: e) Realizar denuncias La intención del llamado general hacia el lector es tomar conciencia del problema de la corrupción y, posiblemente, motivarlo a tomar acciones frente al mismo.
0346	localizacion_problema	La respuesta es a) Nacional.
0346	involucrados	La respuesta es b) Gobierno nacional.
0346	formalidad	La respuesta es b) Informal.
0346	nivel_educacion	La respuesta es b) Media-superior.
0346	tono	La respuesta es b) Negativo.
0346	emociones	La respuesta es h) Ninguna.
0346	tipo_entidad	La respuesta es a) ONG (Organización No Gubernamental) o de la sociedad civil.
0346	origen_entidad	La respuesta es b) Internacional.
0346	proposito	La respuesta es d) Educar sobre el tema.
0346	informacion_presentada	La respuesta es b) Subjetiva (opiniones o interpretaciones personales).
0346	vision	La respuesta es d) Otro.
0346	consecuencias	La respuesta es c) Impunidad (falta de sanciones) de los actos de corrupción.
0346	que_muestra	La respuesta es c) Ambos.
0346	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0346	localizacion_problema	La respuesta es b) Internacional.
0346	involucrados	La respuesta es d) Ciudadanos concretos, e) Empleado público (sin capacidad jerárquica para decisiones de alto nivel), g) Tomadores de decisión no gubernamentales (líderes empresariales, activistas, etc.).
0346	formalidad	La respuesta es b) Informal.
0346	nivel_educacion	La respuesta es b) Media-superior.
0346	tono	La respuesta es b) Negativo.
0346	emociones	La respuesta es h) Ninguna.
0346	tipo_entidad	La respuesta es d) Prensa tradicional (medios de difusión tradicional como periódicos, radio o televisión).
0346	origen_entidad	La respuesta es b) Internacional.
0346	proposito	La respuesta es d) Educar sobre el tema
0346	informacion_presentada	La respuesta es b) Subjetiva (opiniones o interpretaciones personales).
0346	vision	La respuesta es d) Otro.
0346	consecuencias	La respuesta es c) Impunidad (falta de sanciones) de los actos de corrupción.
0346	que_muestra	La respuesta es b) Problemas derivados de la corrupción.
0346	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción. La intención del llamado general hacia el lector es presentar un diagnóstico de la situación de la corrupción en Ecuador, a través de una reflexión personal y expresiones de descontento hacia la situación política y social del país. El texto no invita a la acción inmediata ni a la denuncia, sino que más bien pretende compartir la perspectiva del entrevistado sobre el problema de la corrupción.
0346	localizacion_problema	La respuesta es a) Nacional.
0346	involucrados	La respuesta es e) Empleado público (sin capacidad jerárquica para decisiones de alto nivel) y d) Ciudadanos concretos.
0346	formalidad	La respuesta es a) Formal.
0346	nivel_educacion	La respuesta es b) Media-superior.
0346	tono	La respuesta es b) Negativo.
0346	emociones	La respuesta es h) Ninguna.
0514	tipo_entidad	La respuesta es h) Academia.
0514	origen_entidad	La respuesta es b) Internacional.
0514	proposito	La respuesta es d) Educar sobre el tema
0514	informacion_presentada	La respuesta es a) Factual.
0514	vision	La respuesta es d) Otro.
0514	consecuencias	La respuesta es a) Penas y sanciones legales.
0514	que_muestra	La respuesta es c) Ambos.
0514	intencion	La respuesta es b) Tomar conciencia general del problema.
0514	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global)
0514	involucrados	La respuesta es c) Empresas, e) Empleado público (sin capacidad jerárquica para decisiones de alto nivel), f) Funcionario público (con capacidad de decisión y mando) y h) Organizaciones internacionales o gobiernos extranjeros.
0514	formalidad	La respuesta es a) Formal.
0514	nivel_educacion	b) Media-superior (mayor a 11 años de edad)
0514	tono	La respuesta es b) Negativo.
0514	emociones	La respuesta es h) Ninguna.
0514	tipo_entidad	La respuesta es h) Academia.
0514	origen_entidad	La respuesta es b) Internacional.
0514	proposito	La respuesta es d) Educar sobre el tema.
0514	informacion_presentada	La respuesta es a) Factual.
0514	vision	La respuesta es d) Otro. El texto presenta una visión de la corrupción centrada en su definición, tipos, riesgos y consecuencias, así como en la importancia de prevenir y detectarla, lo que sugiere una perspectiva más amplia y sistémica del fenómeno de la corrupción.
0514	consecuencias	La respuesta es a) Penas y sanciones legales.
0514	que_muestra	La respuesta es c) Ambos.
0514	intencion	La respuesta es b) Tomar conciencia general del problema
0514	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global).
0514	involucrados	La respuesta es a) Gobierno local y c) Empresas, d) Ciudadanos concretos, e) Empleado público (sin capacidad jerárquica para decisiones de alto nivel) y f) Funcionario público (con capacidad de decisión y mando).
0514	formalidad	La respuesta es a) Formal.
0514	nivel_educacion	b) Media-superior (mayor a 11 años de edad)
0514	tono	La respuesta es b) Negativo
0514	emociones	La respuesta es g) Culpa.
0514	tipo_entidad	La respuesta es h) Academia.
0514	origen_entidad	La respuesta es b) Internacional.
0514	proposito	La respuesta es d) Educar sobre el tema.
0514	informacion_presentada	La respuesta es a) Factual.
0514	vision	La respuesta es d) Otro (especifica).
0514	consecuencias	La respuesta es a) Penas y sanciones legales.
0514	que_muestra	La respuesta es d) Ninguna de las anteriores.
0514	intencion	La respuesta es b) Tomar conciencia general del problema.
0514	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global)
0514	involucrados	La respuesta es b) Gobierno nacional (ejemplo: gobierno de Mexico), c) Empresas, e) Empleado público (sin capacidad jerárquica para decisiones de alto nivel), f) Funcionario público (con capacidad de decisión y mando).
0514	formalidad	La respuesta es a) Formal.
0514	nivel_educacion	La respuesta es b) Media-superior.
0514	tono	La respuesta es b) Negativo.
0514	emociones	La respuesta es h) Ninguna.
0001	tipo_entidad	La respuesta es h) Academia.
0001	origen_entidad	La respuesta es b) Internacional.
0001	proposito	La respuesta es d) Educar sobre el tema.
0001	informacion_presentada	a) Factual (datos concretos)
0001	vision	La respuesta es d) Otro. La corrupción se analiza desde una perspectiva jurídica, conceptualizada a través de definiciones y fórmulas como la de Robert Klitgaard (C=M+D-R), enfocadas en la relación entre poder, discrecionalidad, control y rendición de cuentas.
0001	consecuencias	La respuesta es c) Impunidad (falta de sanciones) de los actos de corrupción.
